Sr No._x,Reference No (URN),Journal Date,Date of Purchase,Date of Expiry,Name of the Purchaser,Prefix,Bond Number,Denominations_x,Issue Branch Code,Issue Teller,Status,Sr No._y,Date of Encashment ,Name of the Political Party,Account no. of Political Party,Denominations_y,Pay Branch Code,Pay Teller
10987,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,BIRD WORLDWIDE FLIGHT SERVICES INDI,OC,12602,10000000,691,5972302,Paid,12801,19-Nov-22,AAM AADMI PARTY,*******5086,10000000,691,7516991
10988,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,BIRD WORLDWIDE FLIGHT SERVICES INDI,OC,12624,10000000,691,5972302,Paid,12802,19-Nov-22,AAM AADMI PARTY,*******5086,10000000,691,7516991
10989,1.36e+21,15-Nov-22,15-Nov-22,29-Nov-22,DHRUV COTTON PROCESSING PVT LTD,TL,986,1000000,1355,1023671,Paid,12616,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,1000000,691,8212066
10990,1.36e+21,15-Nov-22,15-Nov-22,29-Nov-22,DHRUV COTTON PROCESSING PVT LTD,OL,27510,100000,1355,1023671,Paid,12645,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,100000,691,7516991
10991,1.36e+21,15-Nov-22,15-Nov-22,29-Nov-22,DHRUV COTTON PROCESSING PVT LTD,OL,27502,100000,1355,1023671,Paid,12646,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,100000,691,7516991
10992,1.36e+21,15-Nov-22,15-Nov-22,29-Nov-22,DHRUV COTTON PROCESSING PVT LTD,OL,27504,100000,1355,1023671,Paid,12647,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,100000,691,7516991
10993,1.36e+21,15-Nov-22,15-Nov-22,29-Nov-22,DHRUV COTTON PROCESSING PVT LTD,OL,27512,100000,1355,1023671,Paid,12648,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,100000,691,7516991
10994,1.36e+21,15-Nov-22,15-Nov-22,29-Nov-22,DHRUV COTTON PROCESSING PVT LTD,OL,27518,100000,1355,1023671,Paid,12649,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,100000,691,7516991
10995,1.36e+21,15-Nov-22,15-Nov-22,29-Nov-22,DHRUV COTTON PROCESSING PVT LTD,OL,27514,100000,1355,1023671,Paid,12650,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,100000,691,7516991
10996,1.36e+21,15-Nov-22,15-Nov-22,29-Nov-22,DHRUV COTTON PROCESSING PVT LTD,OL,27508,100000,1355,1023671,Paid,12651,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,100000,691,7516991
10997,1.36e+21,15-Nov-22,15-Nov-22,29-Nov-22,DHRUV COTTON PROCESSING PVT LTD,OL,27516,100000,1355,1023671,Paid,12652,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,100000,691,7516991
10998,1.36e+21,15-Nov-22,15-Nov-22,29-Nov-22,DHRUV COTTON PROCESSING PVT LTD,OL,27506,100000,1355,1023671,Paid,12653,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,100000,691,7516991
10999,1.36e+21,15-Nov-22,15-Nov-22,29-Nov-22,DHRUV COTTON PROCESSING PVT LTD,TT,20001,10000,1355,1023671,Paid,12703,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000,691,7516991
11000,1.36e+21,15-Nov-22,15-Nov-22,29-Nov-22,DHRUV COTTON PROCESSING PVT LTD,OT,20007,1000,1355,1023671,Paid,12723,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,1000,691,7516991
11001,1.36e+21,15-Nov-22,15-Nov-22,29-Nov-22,DHRUV COTTON PROCESSING PVT LTD,OT,20009,1000,1355,1023671,Paid,12724,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,1000,691,7516991
11002,1.36e+21,15-Nov-22,15-Nov-22,29-Nov-22,DHRUV COTTON PROCESSING PVT LTD,OT,20003,1000,1355,1023671,Paid,12725,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,1000,691,7516991
11003,1.36e+21,15-Nov-22,15-Nov-22,29-Nov-22,DHRUV COTTON PROCESSING PVT LTD,OT,20001,1000,1355,1023671,Paid,12726,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,1000,691,7516991
11004,1.36e+21,15-Nov-22,15-Nov-22,29-Nov-22,DHRUV COTTON PROCESSING PVT LTD,OT,20005,1000,1355,1023671,Paid,12727,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,1000,691,7516991
11005,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,DLF GARDEN CITY INDORE PVT LTD,OC,12568,10000000,691,5972302,Paid,12367,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,5972302
11006,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,DLF GARDEN CITY INDORE PVT LTD,OC,12566,10000000,691,5972302,Paid,12368,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,5972302
11007,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,DLF GARDEN CITY INDORE PVT LTD,OC,12578,10000000,691,5972302,Paid,12369,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,5972302
11008,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,DLF GARDEN CITY INDORE PVT LTD,OC,12588,10000000,691,5972302,Paid,12370,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,5972302
11009,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,DLF GARDEN CITY INDORE PVT LTD,OC,12574,10000000,691,5972302,Paid,12371,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,5972302
11010,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,DLF GARDEN CITY INDORE PVT LTD,OC,12586,10000000,691,5972302,Paid,12372,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,5972302
11011,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,DLF GARDEN CITY INDORE PVT LTD,OC,12572,10000000,691,5972302,Paid,12373,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,5972302
11012,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,DLF GARDEN CITY INDORE PVT LTD,OC,12570,10000000,691,5972302,Paid,12374,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,5972302
11013,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,DLF GARDEN CITY INDORE PVT LTD,OC,12564,10000000,691,5972302,Paid,12375,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,5972302
11014,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,DLF GARDEN CITY INDORE PVT LTD,OC,12582,10000000,691,5972302,Paid,12376,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,5972302
11015,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,DLF GARDEN CITY INDORE PVT LTD,OC,12580,10000000,691,5972302,Paid,12377,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,5972302
11016,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,DLF GARDEN CITY INDORE PVT LTD,OC,12590,10000000,691,5972302,Paid,12378,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,5972302
11017,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,DLF GARDEN CITY INDORE PVT LTD,OC,12592,10000000,691,5972302,Paid,12379,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,5972302
11018,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,DLF GARDEN CITY INDORE PVT LTD,OC,12576,10000000,691,5972302,Paid,12380,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,5972302
11019,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,DLF GARDEN CITY INDORE PVT LTD,OC,12584,10000000,691,5972302,Paid,12381,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,5972302
11020,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,DLF LUXURY HOMES LIMITED,OC,12558,10000000,691,5972302,Paid,12357,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,5972302
11021,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,DLF LUXURY HOMES LIMITED,OC,12546,10000000,691,5972302,Paid,12358,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,5972302
11022,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,DLF LUXURY HOMES LIMITED,OC,12556,10000000,691,5972302,Paid,12359,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,5972302
11023,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,DLF LUXURY HOMES LIMITED,OC,12560,10000000,691,5972302,Paid,12360,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,5972302
11024,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,DLF LUXURY HOMES LIMITED,OC,12552,10000000,691,5972302,Paid,12361,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,5972302
11025,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,DLF LUXURY HOMES LIMITED,OC,12562,10000000,691,5972302,Paid,12362,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,5972302
11026,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,DLF LUXURY HOMES LIMITED,OC,12550,10000000,691,5972302,Paid,12363,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,5972302
11027,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,DLF LUXURY HOMES LIMITED,OC,12544,10000000,691,5972302,Paid,12364,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,5972302
11028,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,DLF LUXURY HOMES LIMITED,OC,12554,10000000,691,5972302,Paid,12365,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,5972302
11029,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,DLF LUXURY HOMES LIMITED,OC,12548,10000000,691,5972302,Paid,12366,16-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,5972302
11030,6.56e+20,15-Nov-22,15-Nov-22,29-Nov-22,GENUS POWER INFRASTRUCTURES LIMITED,OC,5655,10000000,656,6987052,Paid,12754,18-Nov-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,8212066
11031,1.2e+18,15-Nov-22,15-Nov-22,29-Nov-22,IFB AGRO INDUSTRIES LIMITED,OC,11446,10000000,1,5054982,Paid,12749,18-Nov-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,8212066
11032,1.2e+18,15-Nov-22,15-Nov-22,29-Nov-22,IFB AGRO INDUSTRIES LIMITED,OC,11442,10000000,1,5054982,Paid,12750,18-Nov-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,8212066
11033,1.2e+18,15-Nov-22,15-Nov-22,29-Nov-22,IFB AGRO INDUSTRIES LIMITED,OC,11440,10000000,1,5054982,Paid,12751,18-Nov-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,8212066
11034,1.2e+18,15-Nov-22,15-Nov-22,29-Nov-22,IFB AGRO INDUSTRIES LIMITED,OC,11448,10000000,1,5054982,Paid,12752,18-Nov-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,8212066
11035,1.2e+18,15-Nov-22,15-Nov-22,29-Nov-22,IFB AGRO INDUSTRIES LIMITED,OC,11444,10000000,1,5054982,Paid,12753,18-Nov-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,8212066
11036,6.56e+20,15-Nov-22,15-Nov-22,29-Nov-22,J S K HOTELS P LTD,TL,1716,1000000,656,7594437,Paid,12761,18-Nov-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,8212066
11037,6.56e+20,15-Nov-22,15-Nov-22,29-Nov-22,J S K HOTELS P LTD,TL,1718,1000000,656,7594437,Paid,12762,18-Nov-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,8212066
11038,6.56e+20,15-Nov-22,15-Nov-22,29-Nov-22,J S K HOTELS P LTD,TL,1720,1000000,656,7594437,Paid,12763,18-Nov-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,8212066
11039,6.56e+20,15-Nov-22,15-Nov-22,29-Nov-22,J S K HOTELS P LTD,TL,1712,1000000,656,7594437,Paid,12764,18-Nov-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,8212066
11040,6.56e+20,15-Nov-22,15-Nov-22,29-Nov-22,J S K HOTELS P LTD,TL,1704,1000000,656,7594437,Paid,12765,18-Nov-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,8212066
11041,6.56e+20,15-Nov-22,15-Nov-22,29-Nov-22,J S K HOTELS P LTD,TL,1710,1000000,656,7594437,Paid,12766,18-Nov-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,8212066
11042,6.56e+20,15-Nov-22,15-Nov-22,29-Nov-22,J S K HOTELS P LTD,TL,1714,1000000,656,7594437,Paid,12767,18-Nov-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1000000,691,8212066
11043,6.56e+20,15-Nov-22,15-Nov-22,29-Nov-22,J S K HOTELS P LTD,OL,8038,100000,656,7594437,Paid,12784,18-Nov-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,100000,691,8212066
11044,6.56e+20,15-Nov-22,15-Nov-22,29-Nov-22,J S K HOTELS P LTD,OL,8040,100000,656,7594437,Paid,12785,18-Nov-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,100000,691,8212066
11045,6.56e+20,15-Nov-22,15-Nov-22,29-Nov-22,J S K HOTELS P LTD,OL,8034,100000,656,7594437,Paid,12786,18-Nov-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,100000,691,8212066
11046,6.56e+20,15-Nov-22,15-Nov-22,29-Nov-22,J S K HOTELS P LTD,OL,8036,100000,656,7594437,Paid,12787,18-Nov-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,100000,691,8212066
11047,6.56e+20,15-Nov-22,15-Nov-22,29-Nov-22,J S K HOTELS P LTD,OL,8030,100000,656,7594437,Paid,12788,18-Nov-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,100000,691,8212066
11048,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,JYOTSNA AGGARWAL,TL,14015,1000000,691,5972302,Paid,12864,23-Nov-22,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,1000000,847,1010404
11049,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,JYOTSNA AGGARWAL,TL,14013,1000000,691,5972302,Paid,12865,23-Nov-22,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,1000000,847,1010404
11050,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,JYOTSNA AGGARWAL,OL,28798,100000,691,5972302,Paid,12911,23-Nov-22,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,100000,847,1010404
11051,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,JYOTSNA AGGARWAL,OL,28800,100000,691,5972302,Paid,12912,23-Nov-22,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,100000,847,1010404
11052,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,JYOTSNA AGGARWAL,OL,28794,100000,691,5972302,Paid,12913,23-Nov-22,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,100000,847,1010404
11053,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,JYOTSNA AGGARWAL,OL,28792,100000,691,5972302,Paid,12914,23-Nov-22,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,100000,847,1010404
11054,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,JYOTSNA AGGARWAL,OL,28796,100000,691,5972302,Paid,12915,23-Nov-22,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,100000,847,1010404
11055,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,KHUSHBU  AGGARWAL,TL,13649,1000000,691,5972302,Paid,12856,23-Nov-22,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,1000000,847,1010404
11056,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,KHUSHBU  AGGARWAL,TL,13647,1000000,691,5972302,Paid,12857,23-Nov-22,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,1000000,847,1010404
11057,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,KHUSHBU  AGGARWAL,OL,28752,100000,691,5972302,Paid,12891,23-Nov-22,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,100000,847,1010404
11058,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,KHUSHBU  AGGARWAL,OL,28756,100000,691,5972302,Paid,12892,23-Nov-22,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,100000,847,1010404
11059,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,KHUSHBU  AGGARWAL,OL,28754,100000,691,5972302,Paid,12893,23-Nov-22,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,100000,847,1010404
11060,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,KHUSHBU  AGGARWAL,OL,28758,100000,691,5972302,Paid,12894,23-Nov-22,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,100000,847,1010404
11061,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,KHUSHBU  AGGARWAL,OL,28760,100000,691,5972302,Paid,12895,23-Nov-22,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,100000,847,1010404
11062,1.36e+21,15-Nov-22,15-Nov-22,29-Nov-22,M M YARNS PVT LTD,TL,996,1000000,1355,1023671,Paid,12611,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,1000000,691,8212066
11063,1.36e+21,15-Nov-22,15-Nov-22,29-Nov-22,M M YARNS PVT LTD,TL,994,1000000,1355,1023671,Paid,12612,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,1000000,691,8212066
11064,1.36e+21,15-Nov-22,15-Nov-22,29-Nov-22,M M YARNS PVT LTD,TL,992,1000000,1355,1023671,Paid,12613,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,1000000,691,8212066
11065,1.36e+21,15-Nov-22,15-Nov-22,29-Nov-22,M M YARNS PVT LTD,OL,27528,100000,1355,1023671,Paid,12633,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,100000,691,7516991
11066,1.36e+21,15-Nov-22,15-Nov-22,29-Nov-22,M M YARNS PVT LTD,OL,27530,100000,1355,1023671,Paid,12634,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,100000,691,7516991
11067,1.36e+21,15-Nov-22,15-Nov-22,29-Nov-22,M M YARNS PVT LTD,OL,27542,100000,1355,1023671,Paid,12635,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,100000,691,7516991
11068,1.36e+21,15-Nov-22,15-Nov-22,29-Nov-22,M M YARNS PVT LTD,OL,27536,100000,1355,1023671,Paid,12636,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,100000,691,7516991
11069,1.36e+21,15-Nov-22,15-Nov-22,29-Nov-22,M M YARNS PVT LTD,OL,27538,100000,1355,1023671,Paid,12637,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,100000,691,7516991
11070,1.36e+21,15-Nov-22,15-Nov-22,29-Nov-22,M M YARNS PVT LTD,OL,27532,100000,1355,1023671,Paid,12638,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,100000,691,7516991
11071,1.36e+21,15-Nov-22,15-Nov-22,29-Nov-22,M M YARNS PVT LTD,OL,27534,100000,1355,1023671,Paid,12639,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,100000,691,7516991
11072,1.36e+21,15-Nov-22,15-Nov-22,29-Nov-22,M M YARNS PVT LTD,OL,27540,100000,1355,1023671,Paid,12640,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,100000,691,7516991
11073,1.36e+21,15-Nov-22,15-Nov-22,29-Nov-22,M M YARNS PVT LTD,TT,20021,10000,1355,1023671,Paid,12692,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000,691,7516991
11074,1.36e+21,15-Nov-22,15-Nov-22,29-Nov-22,M M YARNS PVT LTD,TT,20019,10000,1355,1023671,Paid,12693,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000,691,7516991
11075,1.36e+21,15-Nov-22,15-Nov-22,29-Nov-22,M M YARNS PVT LTD,TT,20023,10000,1355,1023671,Paid,12694,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000,691,7516991
11076,8.13e+20,15-Nov-22,15-Nov-22,29-Nov-22,MICRO LABS LTD,OC,3685,10000000,813,6188222,Paid,12418,17-Nov-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,5972302
11077,8.13e+20,15-Nov-22,15-Nov-22,29-Nov-22,MICRO LABS LTD,OC,3688,10000000,813,6188222,Paid,12419,17-Nov-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,5972302
11078,8.13e+20,15-Nov-22,15-Nov-22,29-Nov-22,MICRO LABS LTD,OC,3691,10000000,813,6188222,Paid,12420,17-Nov-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10000000,691,5972302
11079,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,MOHIT MINERALS LIMITED,OC,12600,10000000,691,5972302,Paid,12818,21-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,5972302
11080,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,MOHIT MINERALS LIMITED,OC,12598,10000000,691,5972302,Paid,12819,21-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,5972302
11081,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,MOHIT MINERALS LIMITED,OC,12596,10000000,691,5972302,Paid,12820,21-Nov-22,BHARATIYA JANATA PARTY,*******8244,10000000,691,5972302
11083,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,PREM AGGARWAL,TL,13637,1000000,691,5972302,Paid,12850,23-Nov-22,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,1000000,847,1010404
11084,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,PREM AGGARWAL,TL,13635,1000000,691,5972302,Paid,12851,23-Nov-22,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,1000000,847,1010404
11085,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,PREM AGGARWAL,OL,28730,100000,691,5972302,Paid,12876,23-Nov-22,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,100000,847,1010404
11086,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,PREM AGGARWAL,OL,28726,100000,691,5972302,Paid,12877,23-Nov-22,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,100000,847,1010404
11087,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,PREM AGGARWAL,OL,28722,100000,691,5972302,Paid,12878,23-Nov-22,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,100000,847,1010404
11088,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,PREM AGGARWAL,OL,28728,100000,691,5972302,Paid,12879,23-Nov-22,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,100000,847,1010404
11089,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,PREM AGGARWAL,OL,28724,100000,691,5972302,Paid,12880,23-Nov-22,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,100000,847,1010404
11090,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,PREM AGGARWAL AND SONS HUF,TL,14007,1000000,691,5972302,Paid,12860,23-Nov-22,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,1000000,847,1010404
11091,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,PREM AGGARWAL AND SONS HUF,TL,14005,1000000,691,5972302,Paid,12861,23-Nov-22,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,1000000,847,1010404
11092,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,PREM AGGARWAL AND SONS HUF,OL,28780,100000,691,5972302,Paid,12901,23-Nov-22,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,100000,847,1010404
11093,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,PREM AGGARWAL AND SONS HUF,OL,28774,100000,691,5972302,Paid,12902,23-Nov-22,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,100000,847,1010404
11094,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,PREM AGGARWAL AND SONS HUF,OL,28772,100000,691,5972302,Paid,12903,23-Nov-22,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,100000,847,1010404
11095,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,PREM AGGARWAL AND SONS HUF,OL,28778,100000,691,5972302,Paid,12904,23-Nov-22,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,100000,847,1010404
11096,6.91e+20,15-Nov-22,15-Nov-22,29-Nov-22,PREM AGGARWAL AND SONS HUF,OL,28776,100000,691,5972302,Paid,12905,23-Nov-22,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,100000,847,1010404
11097,1.36e+21,15-Nov-22,15-Nov-22,29-Nov-22,RAGHAV COTSPIN PRIVATE LIMITED,TL,991,1000000,1355,1023671,Paid,12619,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,1000000,691,8212066
11098,1.36e+21,15-Nov-22,15-Nov-22,29-Nov-22,RAGHAV COTSPIN PRIVATE LIMITED,OL,27535,100000,1355,1023671,Paid,12663,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,100000,691,7516991
11099,1.36e+21,15-Nov-22,15-Nov-22,29-Nov-22,RAGHAV COTSPIN PRIVATE LIMITED,OL,27539,100000,1355,1023671,Paid,12664,18-Nov-22,BHARATIYA JANATA PARTY,*******8244,100000,691,7516991
